Location,Estate,Latitude,Longitude,Price,Saleable,Area,Floor_level,Transaction_price,Square_feet,Discount_rate,Assignment_date,Credit_level,Credit_value
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,652900,41,445,L,15924,1467,82,15/4/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,285900,14,145,M,20421,1972,19,16/4/2024,0,0
TAI PO  NORTH & SHATIN (2),TIN PING ESTATE,22.50348,114.13229,631600,41,443,M,15405,1426,81,17/4/2024,0,0
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,630000,36,385,M,17500,1636,82,19/4/2024,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,371300,19,208,H,19542,1785,19,20/4/2024,0,0
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,639000,35,376,H,18257,1699,20,21/4/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,323100,27,294,H,11967,1099,16,22/4/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,323600,28,296,H,11557,1093,16,23/4/2024,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,554400,33,351,L,16800,1579,82,24/4/2024,0,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,303500,14,145,L,21679,2093,21,25/4/2024,0,0
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,486200,33,351,L,14733,1385,82,26/4/2024,0,0
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,340600,19,208,M,17926,1638,20,29/4/2024,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,347500,19,208,M,18289,1671,19,30/4/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,272100,14,145,M,19436,1877,19,1/5/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,310100,27,294,M,11485,1055,16,2/5/2024,0,0
TAI PO  NORTH & SHATIN (2),TIN PING ESTATE,22.50348,114.13229,783200,45,489,H,17404,1602,81,3/5/2024,0,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,476500,34,366,L,14015,1302,86,4/5/2024,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,679900,35,376,L,19426,1808,82,5/5/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,286300,28,296,L,10225,967,16,6/5/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,306300,27,294,L,11344,1042,16,7/5/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,289600,26,277,L,11138,1045,16,8/5/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,302700,27,294,L,11211,1030,16,9/5/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,303100,27,294,L,11226,1031,16,10/5/2024,0,0
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,628900,41,443,H,15339,1420,82,11/5/2024,0,0
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,344200,19,208,M,18116,1655,20,16/5/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,313000,15,164,M,20867,1909,20,17/5/2024,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,344200,19,208,M,18116,1655,19,18/5/2024,0,0
KOWLOON EAST (2),CHOI HA ESTATE,22.32603,114.21825,322600,15,164,H,21507,1967,20,19/5/2024,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,373900,19,208,L,19679,1798,19,20/5/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,305600,28,296,L,10914,1032,16,21/5/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,823700,39,419,M,21121,1966,83,23/5/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,397700,19,208,M,20932,1912,19,24/5/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,317700,28,296,M,11346,1073,16,25/5/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,319300,27,294,M,11826,1086,16,26/5/2024,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,379600,19,208,H,19979,1825,19,27/5/2024,0,0
KOWLOON EAST (2),CHOI HA ESTATE,22.32603,114.21825,390100,19,208,H,20532,1875,20,28/5/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,298900,15,164,H,19927,1823,18,29/5/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,326400,27,287,H,12089,1137,16,30/5/2024,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,639400,37,397,H,17281,1611,81,31/5/2024,0,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,312600,14,145,L,22329,2156,21,1/6/2024,0,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,311400,14,145,M,22243,2148,21,4/6/2024,0,0
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,340800,19,208,M,17937,1638,20,5/6/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,330600,20,212,M,16530,1559,18,6/6/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,271600,14,145,M,19400,1873,19,7/6/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,282600,26,277,M,10869,1020,16,8/6/2024,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,487200,39,423,M,12492,1152,86,9/6/2024,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,289900,15,164,H,19327,1768,19,10/6/2024,0,0
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,324500,19,208,L,17079,1560,20,11/6/2024,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,467900,25,267,L,18716,1752,19,12/6/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,281000,26,284,L,10808,989,16,13/6/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,485600,25,267,L,19424,1819,83,14/6/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,322100,28,296,M,11504,1088,16,16/6/2024,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,242700,14,150,M,17336,1618,20,17/6/2024,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,278800,15,164,H,18587,1700,20,18/6/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,303800,27,294,L,11252,1033,16,19/6/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,293500,28,296,L,10482,992,16,20/6/2024,0,0
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,268000,20,212,L,13400,1264,82,21/6/2024,0,0
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,493200,35,375,L,14091,1315,19,22/6/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,320400,27,294,H,11867,1090,16,24/6/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,330100,27,294,H,12226,1123,16,25/6/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,332800,28,296,H,11886,1124,16,26/6/2024,0,0
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,438300,26,277,L,16858,1582,82,27/6/2024,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,480200,45,483,L,10671,994,83,28/6/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,308800,27,294,L,11437,1050,16,29/6/2024,0,0
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,225200,15,164,L,15013,1373,18,30/6/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,763100,41,443,L,18612,1723,82,1/7/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,662100,35,381,H,18917,1738,82,2/7/2024,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,635300,35,381,L,18151,1667,82,3/7/2024,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,424900,26,277,M,16342,1534,19,6/7/2024,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,409400,26,277,M,15746,1478,19,7/7/2024,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,467000,35,375,H,13343,1245,83,8/7/2024,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,499600,35,381,H,14274,1311,86,9/7/2024,0,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,535700,35,381,L,15306,1406,86,10/7/2024,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,344200,19,208,L,18116,1655,19,14/7/2024,0,0
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,499700,35,375,L,14277,1333,82,15/7/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,640900,35,381,H,18311,1682,82,16/7/2024,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,747900,35,381,H,21369,1963,86,17/7/2024,0,0
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,756600,45,485,M,16813,1560,82,18/7/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,395900,35,381,L,11311,1039,86,19/7/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,452100,27,286,H,16744,1581,82,20/7/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,285700,26,277,L,10988,1031,86,21/7/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,306100,27,287,L,11337,1067,86,22/7/2024,0,0
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,566300,41,443,H,13812,1278,82,23/7/2024,0,0
KOWLOON EAST (2),CHOI HA ESTATE,22.32603,114.21825,904000,41,443,M,22049,2041,81,24/7/2024,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,406100,33,355,M,12306,1144,83,25/7/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,787200,41,443,L,19200,1777,82,26/7/2024,0,0
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,634400,38,407,M,16695,1559,83,27/7/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,308900,27,294,M,11441,1051,86,28/7/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,519600,32,349,M,16238,1489,82,29/7/2024,0,0
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,220600,14,153,H,15757,1442,83,30/7/2024,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,346100,19,208,L,18216,1664,19,31/7/2024,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,381400,19,208,L,20074,1834,82,1/8/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,613400,33,355,L,18588,1728,82,2/8/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),TSING YI ESTATE,22.35465,114.1028,399600,25,264,M,15984,1514,83,3/8/2024,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,491700,27,287,M,18211,1713,86,5/8/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,526100,46,490,M,11437,1074,86,6/8/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,765900,41,443,L,18680,1729,82,7/8/2024,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,486900,41,443,L,11876,1099,83,8/8/2024,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,511200,35,381,M,14606,1342,84,9/8/2024,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,429600,33,355,L,13018,1210,82,11/8/2024,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,830900,46,494,L,18063,1682,82,12/8/2024,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,682300,35,381,H,19494,1791,86,13/8/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,582400,35,381,L,16640,1529,82,14/8/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,796000,42,447,L,18952,1781,82,16/8/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,410800,27,294,L,15215,1397,82,20/8/2024,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,685900,41,443,M,16729,1548,81,21/8/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,873300,41,439,M,21300,1989,82,24/8/2024,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,882900,46,490,H,19193,1802,82,25/8/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),TSING YI ESTATE,22.35465,114.1028,568700,35,381,M,16249,1493,83,26/8/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,714100,39,424,M,18310,1684,82,30/8/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,795100,46,490,H,17285,1623,82,31/8/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,863000,45,483,L,19178,1787,82,1/9/2024,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,447600,39,423,L,11477,1058,82,2/9/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,461700,41,443,M,11261,1042,86,3/9/2024,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,638400,41,443,L,15571,1441,81,4/9/2024,0,0
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,413000,35,375,L,11800,1101,82,7/9/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,590300,35,381,M,16866,1549,82,8/9/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,473100,27,294,M,17522,1609,82,12/9/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,332400,27,294,H,12311,1131,86,13/9/2024,0,0
KOWLOON EAST (1),HING TIN ESTATE,22.31285,114.23877,602000,41,441,L,14683,1365,83,14/9/2024,0,0
TAI PO  NORTH & SHATIN (1),HIN KENG ESTATE,22.36399,114.17324,661100,41,443,L,16124,1492,81,15/9/2024,0,0
TAI PO  NORTH & SHATIN (1),HIN KENG ESTATE,22.36399,114.17324,744500,41,443,M,18159,1681,81,16/9/2024,0,0
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,471800,33,354,M,14297,1333,82,17/9/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,533800,34,366,L,15700,1458,82,18/9/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,596900,35,381,M,17054,1567,82,19/9/2024,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,425600,33,358,L,12897,1189,82,20/9/2024,0,0
TAI PO  NORTH & SHATIN (2),TIN PING ESTATE,22.50348,114.13229,587500,35,381,H,16786,1542,81,21/9/2024,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,556500,33,351,M,16864,1585,82,24/9/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,690000,39,424,M,17692,1627,82,25/9/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,1023600,49,531,H,20890,1928,82,26/9/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,478200,27,286,H,17711,1672,82,27/9/2024,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,552100,43,465,L,12840,1187,82,28/9/2024,0,0
TAI PO  NORTH & SHATIN (1),HIN KENG ESTATE,22.36399,114.17324,623800,35,376,M,17823,1659,81,1/10/2024,0,0
KOWLOON EAST (2),CHOI HA ESTATE,22.32603,114.21825,788500,37,397,M,21311,1986,81,2/10/2024,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,329700,26,284,L,12681,1161,86,3/10/2024,0,0
TAI PO  NORTH & SHATIN (1),HIN KENG ESTATE,22.36399,114.17324,612300,35,381,M,17494,1607,81,4/10/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,245600,14,150,M,17543,1637,18,6/10/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,297300,14,150,M,21236,1982,20,7/10/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,279600,26,277,M,10754,1009,16,8/10/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,300000,14,150,H,21429,2000,20,9/10/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,297700,28,296,L,10632,1006,16,10/10/2024,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,278600,14,153,H,19900,1821,83,12/10/2024,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,438600,34,366,L,12900,1198,82,13/10/2024,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,350800,32,349,L,10963,1005,83,14/10/2024,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,599300,35,381,L,17123,1573,86,15/10/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,293700,27,294,L,10878,999,86,18/10/2024,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,417600,33,355,L,12655,1176,82,19/10/2024,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,485000,41,443,L,11829,1095,86,20/10/2024,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,490200,35,381,M,14006,1287,86,21/10/2024,0,0
KOWLOON EAST (2),CHOI HA ESTATE,22.32603,114.21825,371500,19,208,L,19553,1786,20,22/10/2024,0,0
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,511600,34,369,L,15047,1386,82,23/10/2024,0,0
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,704800,41,443,M,17190,1591,82,24/10/2024,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,503900,27,294,M,18663,1714,86,25/10/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,319000,27,287,H,11815,1111,16,26/10/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,290700,28,296,L,10382,982,86,27/10/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,581400,35,381,M,16611,1526,82,28/10/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,462100,27,286,H,17115,1616,82,29/10/2024,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,387200,33,355,L,11733,1091,83,30/10/2024,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,562900,32,349,L,17591,1613,82,31/10/2024,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,667600,35,376,M,19074,1776,83,2/11/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,449100,22,241,L,20414,1863,83,3/11/2024,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,417100,32,349,L,13034,1195,82,4/11/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,278300,14,147,H,19879,1893,19,6/11/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,309000,27,287,M,11444,1077,86,12/11/2024,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,578000,32,349,M,18063,1656,81,13/11/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,514200,24,263,H,21425,1955,82,14/11/2024,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,433200,26,277,L,16662,1564,82,15/11/2024,0,0
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,636100,41,443,L,15515,1436,83,16/11/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,461100,27,294,H,17078,1568,82,20/11/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,758500,36,385,L,21069,1970,83,21/11/2024,0,0
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,603000,35,381,L,17229,1583,82,22/11/2024,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,575800,32,349,M,17994,1650,81,25/11/2024,0,0
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,480300,34,364,L,14126,1320,82,29/11/2024,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,580100,34,366,L,17062,1585,81,30/11/2024,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,515700,39,423,L,13223,1219,82,1/12/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,292800,26,277,M,11262,1057,86,9/12/2024,0,0
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,573300,39,423,L,14700,1355,82,10/12/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,309800,28,296,L,11064,1047,86,11/12/2024,0,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,360600,35,381,L,10303,946,86,8/1/2021,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,626100,45,489,H,13913,1280,82,12/1/2021,F,1
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,511800,41,443,M,12483,1155,83,14/1/2021,F,1
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,146300,14,153,H,10450,956,83,19/1/2021,F,1
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,321000,27,294,L,11889,1092,86,20/1/2021,F,1
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,308800,33,357,L,9358,865,82,22/1/2021,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,523600,41,443,M,12771,1182,82,2/2/2021,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,177700,14,149,L,12693,1193,82,4/2/2021,F,1
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,349500,32,349,L,10922,1001,81,5/2/2021,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,194900,28,296,L,6961,658,86,21/2/2021,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,251000,35,381,L,7171,659,86,22/2/2021,F,1
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,533000,45,485,H,11844,1099,82,4/3/2021,F,1
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,152900,15,164,M,10193,932,83,6/3/2021,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,360600,35,381,M,10303,946,82,22/3/2021,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,339600,35,381,L,9703,891,82,1/4/2021,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,337100,35,381,L,9631,885,82,2/4/2021,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,202100,27,287,M,7485,704,86,3/4/2021,F,1
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,148100,14,153,L,10579,968,82,17/4/2021,F,1
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,335600,33,351,M,10170,956,82,21/4/2021,F,1
