Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeStatus,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Allowance,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
29,No,Travel_Rarely,Research & Development,20,1,Medical,Active,915,Female,2,Manager,Single,72660,9,1110,15,8,1,8,4,5,1,4
46,No,Travel_Rarely,Sales,4,3,Medical,Active,686,Male,1,Research Technician,Single,17632,6,1110,12,8,1,10,3,7,5,7
33,Yes,Travel_Rarely,Human Resources,28,2,Finance Degree,Retired,106,Female,5,Research Technician,Single,10400,1,1100,21,8,1,1,3,1,0,0
35,Yes,Travel_Rarely,Sales,7,4,Life Sciences,Active,534,Male,3,Sales Representative,Single,15400,0,1100,21,8,1,9,3,8,4,7
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,Active,75,Male,2,Manager,Single,58332,3,1100,12,8,2,20,2,4,0,3
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,Active,879,Female,2,Laboratory Technician,Married,10332,1,1100,16,8,1,1,2,1,0,0
46,Yes,Travel_Rarely,Research & Development,18,1,Medical,Active,774,Male,1,Manufacturing Supervisor,Divorced,9964,4,1100,11,8,1,28,2,7,4,3
31,Yes,Travel_Rarely,Human Resources,9,4,Finance Degree,Active,1000,Male,2,Laboratory Technician,Married,63036,2,1090,14,8,2,10,2,1,0,0
35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,Active,843,Male,1,Healthcare Representative,Married,27800,0,1090,11,8,0,6,3,5,4,2
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Active,389,Male,1,Sales Representative,Married,14092,5,1090,16,8,0,28,2,2,2,2
28,Yes,Travel_Rarely,Research & Development,19,4,Medical,Active,341,Female,2,Sales Executive,Single,22904,6,1090,16,8,1,5,4,2,2,1
46,No,Travel_Rarely,Research & Development,28,3,Medical,Active,466,Female,3,Human Resources,Divorced,10792,6,1090,11,8,3,13,2,8,0,7
28,No,Travel_Rarely,Human Resources,1,1,Business Degree,Left,536,Male,2,Research Technician,Divorced,7664,1,1080,15,8,1,4,2,4,2,2
35,No,Travel_Rarely,Sales,1,2,Life Sciences,Active,447,Female,2,Healthcare Representative,Divorced,14768,6,1080,14,8,2,12,2,10,0,8
53,No,Travel_Rarely,Research & Development,11,4,Life Sciences,Active,23,Female,2,Research Technician,Married,11332,3,1080,11,8,0,21,2,5,1,3
28,Yes,Travel_Frequently,Research & Development,2,3,Medical,Active,799,Male,1,Research Technician,Married,16000,3,1080,20,8,1,5,5,3,1,2
46,No,Travel_Rarely,Research & Development,2,1,Medical,Active,513,Female,3,Manager,Divorced,36668,9,1080,13,8,2,23,2,2,2,2
28,No,Travel_Rarely,Human Resources,1,3,Business Degree,Retired,552,Female,4,Laboratory Technician,Divorced,16664,0,1070,15,8,1,10,2,9,1,7
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Active,858,Male,2,Sales Executive,Single,15500,1,1070,11,8,0,1,2,1,0,0
53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,Active,277,Male,2,Laboratory Technician,Married,19580,3,1070,18,8,1,32,2,5,1,3
28,No,Travel_Rarely,Research & Development,2,2,Medical,Active,117,Male,3,Research Technician,Single,16000,1,1070,12,8,0,7,2,7,0,7
45,No,Travel_Rarely,Research & Development,26,1,Medical,Active,456,Female,3,Healthcare Representative,Divorced,9124,3,1070,19,8,1,8,2,5,0,2
25,No,Travel_Rarely,Human Resources,7,2,Business Degree,Active,140,Male,1,Manufacturing Supervisor,Single,14088,1,1060,19,8,1,5,2,5,1,3
34,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Active,955,Male,1,Healthcare Representative,Married,23272,1,1060,13,8,0,10,5,10,8,7
53,No,Travel_Rarely,Research & Development,24,3,Life Sciences,Active,946,Male,4,Research Supervisor,Married,13836,3,1060,11,8,0,11,2,4,1,2
28,No,Travel_Rarely,Research & Development,9,3,Medical,Active,45,Male,1,Sales Representative,Single,18828,0,1060,23,8,2,9,2,8,0,7
45,No,Travel_Frequently,Research & Development,3,1,Medical,Active,54,Female,1,Sales Executive,Divorced,10400,1,1060,13,8,0,24,6,24,9,11
25,Yes,Travel_Rarely,Human Resources,25,4,Business Degree,Left,539,Female,5,Research Technician,Married,16024,1,1050,12,8,0,7,3,7,5,6
34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,Active,237,Female,1,Laboratory Technician,Divorced,15972,1,1050,20,8,2,8,3,8,0,6
53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,Active,601,Male,1,Research Supervisor,Divorced,9816,3,1050,12,8,1,26,3,7,4,7
28,Yes,Travel_Rarely,Research & Development,9,4,Medical,Active,66,Male,1,Sales Executive,Married,12948,5,1050,14,8,1,5,4,3,2,2
45,No,Travel_Frequently,Research & Development,19,3,Medical,Active,679,Male,3,Laboratory Technician,Single,9332,3,1050,17,8,1,22,2,0,0,0
24,Yes,Travel_Rarely,Human Resources,28,4,Business Degree,Retired,614,Male,3,Manufacturing Supervisor,Married,42052,1,1040,19,8,1,1,5,1,0,0
34,No,Travel_Frequently,Research & Development,7,4,Life Sciences,Active,349,Male,3,Laboratory Technician,Single,11332,1,1040,14,8,1,6,3,5,1,3
53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,Active,854,Male,2,Research Technician,Married,16036,0,1040,25,8,0,34,2,33,1,9
28,No,Non-Travel,Research & Development,1,3,Medical,Active,687,Male,5,Sales Executive,Married,18832,0,1040,13,8,0,10,2,9,7,5
45,No,Travel_Rarely,Research & Development,2,1,Medical,Active,195,Female,4,Sales Executive,Married,43332,0,1040,23,8,0,9,2,8,3,7
21,Yes,Travel_Rarely,Human Resources,10,2,Business Degree,Active,113,Male,1,Laboratory Technician,Single,9600,1,1030,12,8,1,1,2,1,0,0
34,No,Travel_Frequently,Sales,1,3,Life Sciences,Active,666,Male,2,Sales Executive,Married,21000,4,1030,18,8,1,14,3,10,1,8
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Active,299,Female,3,Laboratory Technician,Single,24384,2,1030,18,8,0,19,2,2,2,2
28,Yes,Travel_Rarely,Research & Development,11,2,Medical,Active,7,Male,2,Sales Executive,Single,7236,2,1030,20,8,1,5,2,0,0,0
45,No,Travel_Rarely,Research & Development,2,3,Medical,Active,150,Female,1,Sales Executive,Married,24864,3,1030,14,8,1,8,4,2,0,2
52,No,Travel_Rarely,Management,18,1,Finance Degree,Left,2,Female,6,CFO,Married,69000,2,1020,23,8,1,17,6,5,1,3
34,No,Travel_Rarely,Sales,8,2,Life Sciences,Active,175,Male,1,Laboratory Technician,Divorced,24200,3,1020,11,8,2,14,2,7,5,7
52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Active,743,Female,1,Healthcare Representative,Married,37292,9,1020,18,8,1,12,6,5,0,4
28,No,Travel_Rarely,Research & Development,7,3,Medical,Active,147,Male,5,Healthcare Representative,Divorced,16664,1,1020,13,8,0,10,2,10,1,8
45,No,Travel_Rarely,Research & Development,16,1,Medical,Active,502,Male,2,Sales Executive,Single,27500,1,1020,20,8,3,6,6,6,0,4
42,No,Travel_Frequently,Research & Development,2,4,Business Degree,Retired,184,Female,1,Manager,Married,54600,4,1010,15,8,3,8,3,2,2,0
34,No,Travel_Rarely,Sales,2,5,Life Sciences,Active,356,Male,4,Research Technician,Married,10400,0,1010,17,8,0,4,2,3,0,2
52,No,Travel_Rarely,Research & Development,29,3,Life Sciences,Active,330,Male,2,Manufacturing Supervisor,Married,11716,8,1010,11,8,1,9,1,5,1,4
27,No,Travel_Rarely,Research & Development,15,4,Medical,Active,61,Male,3,Research Technician,Single,7128,1,1010,22,8,0,4,2,4,1,2
45,No,Non-Travel,Sales,2,3,Medical,Active,461,Female,1,Sales Executive,Married,20168,1,1010,12,8,0,9,3,9,0,8
50,No,Travel_Rarely,Management,18,1,Business Degree,Left,3,Female,6,COO,Married,68000,2,1000,23,8,1,17,6,5,1,3
57,No,Travel_Rarely,Research & Development,21,4,Business Degree,Active,103,Male,5,Research Technician,Married,14288,2,1000,18,8,0,15,2,3,1,2
34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,Active,590,Male,1,Research Supervisor,Single,16200,0,1000,11,8,0,14,2,13,4,9
52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,Active,149,Female,2,Sales Representative,Married,18780,2,1000,21,8,0,28,2,5,0,4
27,No,Travel_Rarely,Sales,22,4,Medical,Active,228,Male,1,Sales Representative,Divorced,17368,0,1000,14,8,1,6,4,5,0,3
45,No,Travel_Rarely,Research & Development,19,4,Medical,Active,986,Male,5,Sales Representative,Married,15952,4,1000,15,8,0,9,2,5,0,3
49,No,Travel_Rarely,Human Resources,6,2,Business Degree,Retired,924,Female,2,Research Technician,Married,15432,2,700,11,8,3,30,3,15,2,12
33,No,Non-Travel,Sales,15,3,Business Degree,Active,453,Male,5,Research Supervisor,Single,17200,1,500,19,8,2,10,4,10,6,0
